rev_id,comment,year,logged_in,ns,sample,split,attack
395066037,"MATE, don't piss me off. You are driving me insane. Go away",2010,False,user,blocked,train,True
195958222,i LICKED OFF UR MUM SO SUK THAT AND GO FUCK UR SELF,2008,True,user,blocked,train,True
220833841,fuck you dirty whore bitch,2008,False,user,blocked,train,True
527602882,":Oh come on. I truly don't understand your position on this. That editor I criticised showed appalling prejudice and bigotry in a discussion that was actually about civility. I cannot comprehend why you're choosing to attack me. Attack the genuine bigots, not those who call them on their bigotry. Is that person in some way a protected species?",2012,True,user,blocked,train,True
44336318,I'd like to thank all of the little people that sucked me off standing at full height.  This really motivated me to go all the way with my obsession with California Highways and complete my journey to the fag side.,2006,False,user,blocked,train,True
156128170,"You are a sad person who spends her whole life on wikipedia. You have no mates. Despite my edits I do actually have a life outside of wikipedia. I have lots of mates and lots of hobbies such as football and tennis. I'm also very intelligent as I have 9A*s in my GCSEs (all in proper subjects). So how dare YOU patronise me. From the timings of your edits (eg: 10:13, 14:39 etc) clearly all you do all day is edit wikipedia. It's all you have. Nothing else in your sad, pathetic life. (and u say ur a nerd). That's quite unhealthy if you ask me.  And yes I do think a little girl is sweet and cute. She's extreemly sweet and adorable. Nobody could possibly fail to think so. I also think rabbits are sweet and cute. It doesn't mean I want to fuck them up the arse. Ask most people whether   a)they think rabbits are cute and sweet b)if they fancy them  and most people would give an answer of yes to a) and no to b). (except AnemoneProjectors who'd say yes to both). My point is clear  you can think something/someone is sweet without fancying them. So how dare you acuse me of being a paedophile. I should sue you for slander (or is it libel...) but seeing as you probably live in a bedsit without a job there doesn't seem much point. At the very least you should be blocked for such a viscous personal attack and stopped from being an admin. By the way, adorableness is not a word you stupid motherfucking little cunt.",2007,True,user,blocked,train,True
236873283,"Remember: don't hack into places where you're not meant to be, because its not good for you!  You no what I mean...",2008,True,user,blocked,train,True
66194837,STFU and kiss my asshole,2006,False,user,blocked,train,True
121410205,I wonder why there are no admins from other countries - there is no rhetoric - its a fact .Bloody circumcised assholes.,2007,True,user,blocked,train,True
276562175,"Fuck off you white piece of trash. Fucking wiggers. Go and fuck a Jew, Jew raper.",2009,False,user,blocked,train,True
365341365,............. p u suck,2010,True,user,blocked,train,True
44014960,Who the fuck are you?,2006,False,user,blocked,train,True
672479567,"Hi, cockmonkey n!gg@r.",2015,False,user,blocked,train,True
483835354,Do you ever check the details of an article before you decide to delete it or do you just act agorrantly to loss other editors off?=,2012,False,user,blocked,train,True
33356446,"Oh, and you suck dick.",2005,False,user,blocked,train,True
249438640,Oh... and trace my IP.  It'll come back to a wireless network shared by a lot of peple.  Good luck wid dat you quer fuking homo.  You got damn dog rapist.,2008,True,user,blocked,train,True
539356372,"You are not Nvidia, Nvidia's page explains the situation better than a vandal like you, I'll revert and ask for this page to be protected from vandals like you.",2013,False,user,blocked,train,True
65565474,"`  ::: Your attitude totally stinks, Mackcan. And don't think that, just because you're some sort of bleeding heart liberal, that your thuggish behaviour will seem any less degenerate. Left wing thugs can wield pick axe handles and go round beating up Xenophobic Party members in Sweden, just as much as fascist thugs can commit brutish acts of violence. The way you accused me of vandalising this article was, not only childish, but ridiculously unfounded. - CaptainSurrey`",2006,True,article,blocked,train,True
60776210,I dont give a damn anymore. heres a personal attack on wikipedia- GO FUCK YOURSELF,2006,True,user,blocked,train,True
180142601,":::::::: ::Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever. ::Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever. ::Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever. ::Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.",2007,False,article,blocked,train,True
96212243,Ramsquire did you read his transcripts? He's as much a racist as the Grand Wizard of the Ku Klux Klan!,2006,False,article,blocked,train,True
441234529,"ARE YOU INSANE, Black Kite? You can't tell him to restate why he opposes the editor's nomination.  You ask people to freely vote, and yet here you are telling Danielkueh how to think and express his reasoning for the way he voted.  That's his reasoning, so leave it alone.  By the way, Danielkueh, thanks for your courage to speak your mindI may be banned soon, but I spoke my mind (Wikipedia revolves around censorship) (Copy to Black Kite)",2011,True,user,blocked,train,True
376537522,get rid of it you fag,2010,True,user,blocked,train,True
42629301,MONGO is a mother'fuckerer!!,2006,False,user,blocked,train,True
347894333,"Your vandalism on page Iran-Iraq war was reverted. Stop destroying the pages on wikipedia. If you like Saddam so much you can make a dedicated page for him some where else on the net not here on wikipedia. If you keep doing your vandalism, I will report you the administrators of the site and recommend you to be banned.",2010,False,user,blocked,train,True
611663862,"Yopie is very known czech phanatic idiot, he confused Czechia and Chechnya for example. Fuck him!",2014,False,user,blocked,train,True
331206470,MONKEY MONKEY MONKEY MONKEY MONKEY MONKEY,2009,False,user,blocked,train,True
32508528,Fuck You. Get a vinyl and put in your mama ass your scrotal dj,2005,False,user,blocked,train,True
399662753,"`  Re your removals of appropriate Fair use images at http://en.wikipedia.org/w/index.php?title=Hitomi_Kobayashi&action;=history So, according to you  spittle-mouthed, fanatical, true-believing, Wiki-jargon-ranting dumb-fucks, films are made for the blind. Any visual depiction of any film, posters, or performers is ``decoration``. How about this for the newest up-is-down Wiki-blather: ``A word is worth a thousand images.`` Newsflash to the clueless: As it is currently set up, Wikipedia will never be a reliable source. The only thing it could do well is pop-culture and trivia just like what dumb fucks like you hate and destroy. Dumb fucks like you have destroyed Wikipedia's only valid. I hope you fucking baboons enjoy rotting in your own stench   `",2010,True,user,blocked,train,True
81739491,"You're a fucking faggot. Stop destroying MY (YES IT IS MINE) DISCUSSION page, if I want to get rid of something, just let me fucking do it, I saw it, now back the fuck off. You're ruining wikipedia for me. Asshole.",2006,True,user,blocked,train,True
57076952,"I gently request that you step down and ask another administrator to manage this thing. There is hardly any policies or guidelines being respected on that talk page of that article, either you decide to read what is happening there and pay attention or stop giving up to trouble makers. Just for your information, deepblue06 that is reporting me, has done much worst, and here an example.  Slandering an academic with words such as this: 'Dadrian is only good at one thing: Propoganda and Forgeries' is worster than calling some anonymous user a liar. Also, it would be interesting that you highlight the words which you think would qualify as ban material. Also, don't worry, other than slandering academics like this, which is a clear cases of diffamation and is criminal under the laws of his state, deepblue06 isen't immune of making personal attacks like accusing me of hallucination.  But since that articles talk page is in a choas, I won't take part in scrutinizing who slandered whom most by whom and to whom. Being an administrator is not to distribute warnings without taking the time to understand, even in court of law, an element of the evidences are not processed before trying to place it in context.",2006,True,user,blocked,train,True
73674870,heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! heil hitler! hei,2006,False,user,blocked,train,True
183131315,"Haha, screw it.  You are all complete and utter jokes, every last one of you (et tu, ZScout).  May the Pantone 17-6153 TC — #ffffff — Pantone 18-1662 TC Italian flag live on forever!  The perfect visual testament of the lot of you! p ¦",2008,True,article,blocked,train,True
372056868,please delete my account i dont respect wikipedia anymore. suck ittttttt!!!!,2010,True,user,blocked,train,True
304398307,`   Update: I see you're a limey cocksucker. Go bugger the ``queen`` you loony fruit.`,2009,True,user,blocked,train,True
177397734,fuck u fuck u fuck u,2007,True,user,blocked,train,True
253188183,"I'm sorry that I must say this. I have never come across a more idiotic editor on Wikipedia. Congratulations on making it to the top of my list. I mean that in a congratulatory sense entirely; in no way is it meant to offend or sound sarcastic. I wouldn't call you an editor though. You're more of a pollutant to this project and one with extreme perversion of perception. Please reread the discussion at the talk page. Based on what you last posted there it is painfully obvious that you ignored, or did not comprehend, much of what I tried explaining to you multiple times at that talk page.",2008,True,user,blocked,train,True
222922399,Please post your ignorant comments here so I can edit them and make you look silly!,2008,False,user,blocked,train,True
446591545,"Jesus H. Christ!!! (sorry if you're a jew). How abusive from you, you disgusting pile of shit. STOP GOSSIPING AROUND, AND SUCKING MGIGANTEUS BALLS.",2011,True,user,blocked,train,True
335177069,:They're not. They're idiots and they won't understand anyway. And they're too intellectually feeble to care. Where are the articles for the true technical crowd? Or is it your ambition to dumb the whole planet down?,2009,False,article,blocked,train,True
426268232,UsBeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT! BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT! BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a FGGT!   BeCauSe You aRe a,2011,False,user,blocked,train,True
447510963,"`  Oooohhhhhhh..... I'm so sorry your highness, it will never happen again.  pfff.  You and your ``I really like cleaning up other people's messes``.  So you you're better than everybody else... whatever!!  Piss off!!  Oh and ``messes``?!?  lol!!`",2011,True,user,blocked,train,True
551221809,"You have vandalized the work of several editors who are trying to  capture the contribution of 80 brave heros who were part of the Doolittle Raid.  Instead of discussion n a talk page, you prefer to bully your edits as an admin and simply delete the page without discussion.  These pages will be recreated no matter how many times you try to delete them.  If you would like to discuss, please follow your own rules and discuss this in the talk pages instead of acting like a child.",2013,True,user,blocked,train,True
15742291,Well fuck u ur just a twat,2005,False,user,blocked,train,True
131637702,"thanks for your warning message.  But I recommend you find a job, my dearest American.  It seems to me you don't have even have a job, THAT IS WHY you do have plenty of time on wiki, am I right?  you are 30, but you acheived NOTHING, shame on you!",2007,False,user,blocked,train,True
135801327,"All kaikolars are concubines of brahmins. It fucking disgusting. they were so desperate that atleast one woman from every family became a devadasi. then her children come back and marry into the kaikolar caste. This is the classic definition of concubinage. Moreover some kaikolar pice of whore is yapping that kaikolar are not isai vellala it seems. Go read the reference, isai vellala are kaikolar devadasis who then renamed themselves as isai vellala.",2007,True,article,blocked,train,True
694068806,"m  Whatever. You're an stupid redneck hillbilly who is too uneducated to understand the most basic axioms of logic (defensive gun use cannot occur more than 100 percent of the time.) you're also a liar, since it doesn't say 33 million. The article says 1 million. Enjoy your fraudulent encyclopedia, you intellectual fraud. i hope you enjoy mastrbating to your gun collection at night and your middle school education which thinks it's possible for there to have been 33 million gun uses. It's not even logically possible for there to have been a million, but you have zero intellectual honesty or integrity and you might be the single dumbest two individuals I have ever met. Wikipedia is truly the last refuge for idiots who failed out of their formal education and cannot understand the most basic elements of logical argument. And you had no business removing all the other well sourced content I added showing that there WERE ONLy 1600 ACTUAL CASES REPORTED. God, how does someone as stupid as you manage to live?",2015,True,article,blocked,train,True
116728261,"I will block you Motherfucker, Shit, bitch, punch, kill, swear, do nudity, so shut up, frickin around give you drugs, call you names like shit, fuck, bum, poo, damn! so fucker, you will be blocked and dead you shit and fuck, and I will do the rude finger sign. You fucker get bad new messages bum, oh shit.",2007,True,user,blocked,train,True
19611150,Your Erectile Dysfunction,2005,True,user,blocked,train,True
245013255,"Stating your full name and all of this crap is a little pretentious, you think?",2008,True,user,blocked,train,True
68632901,"Thanks for deleting it fuck bag, nothing wrong with the article. Hope you get cancer and die you fucking limey.",2006,False,user,blocked,train,True
